md5,title,base_level,diff_predict,player_count,clear_count,est_level,est_level_poly
e87959c3e25f3305611146650e01c99b,ecstatic ghost party as Nightmare,15.0,0.7757263867477348,96.0,68.0,15.0,15.015804648753216
b9c29c21d43be1a423cb8d6c629a9d35,yoshi come here! ～Another～,15.0,0.7648506259621212,129.0,91.0,15.0,15.015951769097626
f726bc7fa048f9a7fdef502c50587a7d,Ling Child (BMS Edit) [SP Reaju],15.0,0.8898234777094406,7.0,6.0,14.931004512364403,15.016023333641352
877f4a37193f789cf1dee377c3774282,"rough [7key,Another]",15.0,0.7662503955411756,20.0,15.0,15.0,15.016146534961251
ff5dc68a11aee9531cc2434ccb907441,NEW ANACHRONISM -もう、主人公になれない- (real side),15.0,0.671143224136347,3.0,3.0,15.090117790537585,15.01701817367304
6c88913c96a80c819b8ea92c71196ae9,Junk [INSANE],15.0,0.7280459763172991,16.0,12.0,15.033215038356634,15.0171009992615
e6082cf7a14b7c8ed9f0a83baf14900e,Marion,15.0,0.8195485119096716,6.0,5.0,15.0,15.017375739497288
a271bc1cdeb8ad938f24082c9a130272,reflective moment -SP ANOTHER-,15.0,0.6966409843112844,32.0,23.0,15.064620030362647,15.017544642385255
70ec276a00c1236d3b210b7d85e2b115,Wit's biz [SP ANOTHER],15.0,0.7378914350687094,68.0,48.0,15.023369579605223,15.017591341985774
849147834df6ecb66761ee73decd8e01,School of Scramble,15.0,0.7384803159643858,9.0,7.0,15.022780698709546,15.01772888010707
9b9998df80cf2b21e82d91e17ef119b2,EXILE [Extreme],15.0,0.7552096306610243,2.0,2.0,15.006051384012908,15.018387138382984
fdec50f67770705ab69ada377ef52c66,Mind Disorder [ANOTHER],15.0,0.8793592664174779,2.0,2.0,14.941468723656365,15.018387138382984
91ad562b105c253cee6ef2944282c30d,海神寓拝-fucker-,15.0,0.9231557728525979,2.0,2.0,14.897672217221245,15.018387138382984
4ffc2e2369740ac9d44da39cea5e0224,雪月夜鐘 -Monsther-,15.0,0.7986148010944334,2.0,2.0,15.0,15.018387138382984
12ae301ba3e72c6cf3e29b7857d2bb9e,芥川龍之介の河童　〜Candid Friend [BEGINNER],15.0,0.8343960916095015,2.0,2.0,14.98643189846434,15.018387138382984
f3c17208b6442c85bda6ad773a0f6df1,Toki (Sound piercer's Timesucker Remix) [SP ANOTHER],15.0,0.7978458394111989,5.0,4.0,15.0,15.0187340719137
7a99c4086f2e04b7372a7194f53117fb,Static Noises (SP Maniac),15.0,0.8137477733352874,31.0,22.0,15.0,15.018808668164798
ab1df4ecefa6cfb33b3858102970368e,Dolize [A (BGAON)],15.0,0.770079347110793,8.0,6.0,15.0,15.019076638923515
1d412f7e3f98208900f9ff73dc434ff4,The Grinder [Maniac],15.0,0.9908668376732291,1.0,1.0,14.829961152400614,15.019762075922696
4ac9421cd448ce969d0f6ee0d248a2e5,Fantasy [SP ANOTHER],15.0,0.9924796269040804,1.0,1.0,14.828348363169763,15.019762075922696
f3c48cb7574ba1396a5a6d2c1a78b178,"1,2,3,4! [Another]",15.0,0.6818150461255562,4.0,3.0,15.079445968548375,15.020098346079278
865e62e24a9749858e593afee859bba3,Altostratus,15.0,0.7739301614806294,3.0,2.0,15.0,15.021468577206386
f9ceae147a9550c0554dfc4654e86962,Pandora [Paradox],15.0,0.521725910120085,3.0,2.0,15.239535104553847,15.021468577206386
79e53bd37623424678bbbe8aff732ac3,王位継承 [7KEYS-ANOTHER],15.0,0.843345730852377,6.0,4.0,14.977482259221466,15.021789903979087
623aa12143612644c0efbe0ea793b4c9,Sterelogue [SP ANOTHER],15.0,0.6675133513674658,6.0,4.0,15.093747663306466,15.021789903979087
82d802bef0f5361db4690d090e9b60ad,荒野の果てへ ～Another+～,15.0,0.7961675278419648,38.0,26.0,15.0,15.022265787870966
e5a4b84ec2c9be2cc4621f28a25fd126,Rewinding Sound Wave [ANOTHER],15.0,0.8501491043569019,2.0,1.0,14.970678885716941,15.022844780531072
c124a88a9d139ce127c9a2e4840234c2,Qronostasis -GABBA vs. Speedcore mix-,15.0,0.7515727479048449,2.0,1.0,15.009688266769087,15.022844780531072
f6024ec0e8b1518e9b8ce3992c972c64,Deep Impact,15.0,0.7503283126387815,5.0,3.0,15.01093270203515,15.023155440588129
6988adbe9ae2fbc5c5b8851d6e4a62e9,Twin Woods [7K EXTREME],15.0,0.8316509342787253,8.0,5.0,14.989177055795118,15.023461926706327
9c13a6fcda8a5a444e77472de354e582,Project DIARY * Dimension-Introjecting Artificial RealitY *,15.0,0.7002831188511941,8.0,5.0,15.060977895822738,15.023461926706327
74c27eb019dccab87b437b6500186da3,reveL [7 Insane],15.0,0.6613985255595511,11.0,7.0,15.099862489114381,15.023764254911612
5a16c2933a7884f4cd9f591fc1a8ea14,EXCEED THE D [ANOTHER],15.0,0.5006993163434503,1.0,0.0,15.260561698330482,15.024226971313082
ea217d2dcfa4e42be99a1f094b5258c5,真・千年女王 [HYPER],15.0,0.7910319548198699,19.0,12.0,15.0,15.025965335813973
6a5e42e644e2d7466e4f458fbc3f47bf,星屑天秤 (pw-another),15.0,0.6122971808833537,9.0,5.0,15.148963833790578,15.0264707117937
33ec0a634e979856674e8b6b702c0028,YO-KAI Drop -kawaiiiiiiii-,15.0,0.5010538817982528,2.0,0.0,15.26020713287568,15.027287849457137
1f19c35c630c79f478ca2fe5029fa3f8,Sandstorm [INSANE LNoff],15.0,0.7777409916632453,21.0,13.0,15.0,15.027555168209195
3530f52f62545d8405f062966270e0ca,Forceful Beat [B],15.0,0.6500931081349368,5.0,2.0,15.111167906538995,15.02756232537644
f1c385169fc5d81c4eac85c9cb245b92,Sky Ride [KINOTHER],15.0,0.7942342755330457,71.0,47.0,15.0,15.028962446775598
b3e8be7dca2891dbffaf241ab5e01184,藍より青い憧憬 [ZOI],15.0,0.6924033194463127,10.0,5.0,15.068857695227619,15.029456781171325
d44cd82ba9ded3dbbad1ec9eeb2782a2,Pernicious Deed [EX],15.0,0.7621509296471926,96.0,64.0,15.0,15.029534660004977
1b72e8f6439a698e78f94be16470b789,Calamity Fortune [F],15.0,0.7467617111942034,92.0,61.0,15.01449930347973,15.030414323106458
139bbf1237a595802d377b680dcacb07,Tragedia [Astoralio],15.0,0.7137451324740144,6.0,2.0,15.047515882199917,15.030574870496249
693efa24d5829c4ea0af01d4eed14cab,LIGHTNING STAIRWAY [WHITE ANOTHER],15.0,0.7301668429802078,12.0,6.0,15.031094171693724,15.031061573303935
5e5957bbb8620edb867f7bb0be38de61,Finixe [HAMUL],15.0,0.6669071222518678,11.0,5.0,15.094353892422065,15.032420252031102
50384c7e59f59484aee81079a3269961,GIMMICK [ANOTHER],15.0,0.6418116951489833,14.0,7.0,15.119449319524948,15.032647309530157
9b99b797c409641a6ec9f2524ba49e2b,DESIRE IN HADES [SP INSANE],15.0,0.7274756274193707,65.0,41.0,15.03378538725456,15.035946775787165
6dd98afe070ed65cef6734cdeb813d02,花たちに希望を [SP ANOTHER],15.0,0.7631439160335182,68.0,43.0,15.0,15.036108757266517
b78b08e1cbdc7ce3bada1bb3ceb1fd38,niKu (ANOTHER),15.0,0.7455504828975343,45.0,27.0,15.015710531776397,15.037389411624535
f4900d3cbd8a66fe4793e917fa99d457,Noblesse Gloria [BlackPrince],15.0,0.7814648380161927,38.0,22.0,15.0,15.038325002007676
18b800c1e326df4f38fd57424befb0e8,YATA (馞),15.0,0.763293118403648,122.0,79.0,15.0,15.038445861177772
5cd9fe0740e877999a770bff6f360b5f,EXHAUSTNOTE [SP ANOTHER],15.0,0.7526521973215383,103.0,66.0,15.008608817352394,15.03884900292972
0c5b4261b5478dbe117e7bd3a6add4b9,AltMirrorBell MX,15.0,0.772472119608066,1516.0,962.0,15.0,15.041653904358135
6cab5f9c88c610bcec21fac2e5c0c0a6,DISCHARGE RUSH [ANOTHER],15.0,0.7401335519176163,185.0,119.0,15.021127462756317,15.044965684210863
73add22609ad1bc2f7a8437c591bade5,Harder Experience [Heaven],15.0,0.7097888895859981,45.0,25.0,15.051472125087933,15.045191841627242
d431f5779ff511480101f4612cebbfd4,Childie Sharp [HyperWeapon],15.0,0.7612908124647706,44.0,24.0,15.0,15.046457957687503
2c0e80466c1230c44b56fda6ef5add80,PANIC! BOUNCE!! ATTACK!!! [SP HELL],15.0,0.7272032743562109,108.0,67.0,15.03405774031772,15.046598472085376
920be2b001bf1791794afe9e6032d324,ミライのオト [SP INSANE],15.0,0.7371218784168319,65.0,38.0,15.0241391362571,15.047003020133053
c30317b299c71806d8047a83c51a706a,Red End Dream[7key_Another],15.0,0.701230624525813,136.0,85.0,15.06003039014812,15.048793356083003
a55d5c49014c856d2beb0fa500e9e82a,Sparks Hit My Head [Another],15.0,0.6751436253140526,51.0,28.0,15.08611738935988,15.049198553465956
4fa3c183619547340bd396d98f2b59e6,Online [Ragnarok],15.0,0.6800869351266075,62.0,35.0,15.081174079547324,15.050626977993335
49b7d58c1f4c2402029c82daea7ee4ab,JUNGLEFEVER (Kattobi Remix) [Dancing East African 1],15.0,0.699571621044136,58.0,31.0,15.061689393629797,15.055535503288429
a674f2590d4e19f5a10143a5ae3fb90a,乖離領域のグリヴェール [HYPER],15.0,0.6753689910527201,45.0,22.0,15.085892023621213,15.056799871905907
4ce3d407b67d1edf3106d40731beac8a,Head BONK ache [SP ANOTHER],15.0,0.6795538640368941,219.0,135.0,15.081707150637039,15.059556234038482
1dd9cd19c4689debbfaf52513e915781,Now in the Castle Age [Ballista],15.0,0.6969221390439877,48.0,23.0,15.064338875629945,15.060609260113232
360060b4a045e6cb3e002bc779d8a221,That's the style!! (7key:Maniac),15.0,0.6764413449814783,799.0,360.0,15.084819669692454,15.069001436078498
0c1215e9f8941c19a36991ab7ecae701,Once in my life [HEART],15.0,0.6917118023494537,145.0,79.0,15.069549212324478,15.082559016613343
1132dcb9a524e737598cd46e5e069a7e,ハードルネッサンバ サンバカゲー (^_^;),15.0,0.6861499318569461,101.0,49.0,15.075111082816987,15.089549368436687
0aac92a00ca6da2f65d18c69d3a5533f,take me to the moon [K2],15.0,0.6664191780380762,140.0,73.0,15.094841836635856,15.090569740671961
959582443c05bc6cf06d6ff81a1f812a,Larix (BMS Edit) [Rilax],15.0,0.5845767275961061,89.0,34.0,15.176684287077826,15.113629002651424
ac0a72067e1de84fb5aa5dba6835f11a,秋思に三日月　あなたに紅葉 [Autumn],15.0,0.6451378742215542,167.0,76.0,15.116123140452379,15.124324313856128
0fe696ac60e831fc111285d6099eadbb,Andromeda [SP Another],15.0,0.5877478281299342,149.0,61.0,15.173513186543998,15.13674908669751
e927d8416788845b9b2de55def9eec41,オバケだあああぁああぁあぁあああ！！！！！ [queER7],15.0,0.5876338738584264,461.0,162.0,15.173627140815507,15.154028387018636
36104004369fbc1e9bda4f650d853162,Last Regrets -blue illumination- [M],15.0,0.5305306338075869,272.0,64.0,15.230730380866346,15.231846685855976
a98ff1c9d7ffac9cb333b7278306bbb4,プナイプナイせんそう [HARD],15.5,0.8333030050188294,132.0,113.0,15.5,15.448414328852772
08f6193cce0da133288d4708c941062f,Baby [Beloved],15.5,0.852139367188333,101.0,87.0,15.481166982055635,15.458957623180424
9fcd8ed5738eeafee02f4261a29c2b58,空 [ZOI],15.5,0.8514764493224979,111.0,93.0,15.48182989992147,15.463907056247354
d30d511d9fce23c17d67759e9833d647,ZERODAY [INSANE],15.5,0.8480397624540952,81.0,71.0,15.485266586789873,15.464032861410061
b656db5f627112967adb999968591435,ただいま、Bar“BOOMY” [Cocktail],15.5,0.8107485336666681,143.0,116.0,15.501694950909304,15.465902788845497
578cf24b6064631eb94e02d21db498e9,あきいろ アルバム [秋],15.5,0.83771172528969,94.0,80.0,15.495594623954279,15.465907680228929
4d1134c252eb5dfdf5dfa2424b035a89,"Shamshir -rough Pt.2- [7key,Another]",15.5,0.8317948307432638,91.0,77.0,15.5,15.468960403718716
673e40ee0ee4af8130dcbf885d3a9648,Excelsia -00-,15.5,0.823158878282074,104.0,86.0,15.5,15.470686505042048
