md5,title,base_level,prediction,ability,player_count,clear_count,est_level
44702bc5018c59867114c7017bd0f361,010 [SKT],11.5,0.9054429745579853,10.672220230102539,164.0,162.0,11.490909639051102
9498378a847b94b949d11a566a86d3c0,アトロポスと最果の探求者,11.5,0.9044344484575291,11.999080657958984,201.0,198.0,11.491918165151558
78328ee0d7a39e3d51ae1a5adc909d4d,Pompadour,11.5,0.9044294114105228,10.744020462036133,39.0,39.0,11.491923202198565
b1b87a8d8895f3823631c2443eef8c08,ハロウィン・ナイト [another],11.5,0.9033165850349684,10.683344841003418,140.0,135.0,11.493036028574119
879c144fcedbe05b80233a55b8546008,過日の呪いは少女の鎖 [Another],11.5,0.9024361579723763,8.984484672546387,37.0,35.0,11.493916455636711
21d50f01b479f73ec2933299249b1008,カラフル・サウンズ・カッター [F],11.5,0.9021880624668555,8.070361137390137,143.0,138.0,11.494164551142232
17ba47be97f53c1a39124318594a5336,Twin☆kle Galaxies [ANOTHER],11.5,0.90203045267136,8.223493576049805,145.0,144.0,11.494322160937728
02c4d238c7ab99ae088bae519d92dc06,RAVE YOUR ROCK,11.5,0.9016812289869597,9.645923614501953,50.0,50.0,11.494671384622128
9a1050240165743af3fbaf82c41ebdbd,Intercosmic travel,11.5,0.9016380061350742,4.8871893882751465,131.0,129.0,11.494714607474013
b9e7e3c1d0f9e72f195bfe2e6f730616,Chit-Chat [7Key Another],11.5,0.9013932382738997,11.683040618896484,134.0,127.0,11.494959375335188
8d016e50224f9d81f037f432905cd83e,Juliet [oath],11.5,0.9011231247702245,10.390263557434082,130.0,126.0,11.495229488838863
c1e94d7f7bc7a6f140d70f2df8d27069,Stream Amalgamate [SP ANOTHER],11.5,0.9008980293705047,5.569904327392578,38.0,37.0,11.495454584238583
011d370c8a0d66bf3175a88609dca383,Berry Go!! [ZOI-EZ],11.5,0.9002103537811792,9.956642150878906,45.0,43.0,11.49614225982791
c120662343f4a211a71750d491cc56ac,"rough [7key,Hyper+]",11.5,0.8992965373512407,8.29735279083252,162.0,154.0,11.497056076257847
3e89ccd862b68def775438636c35f74e,XVOTO,11.5,0.899235251624885,9.358793258666992,146.0,141.0,11.497117361984202
c74942da2bb8599f726f10a6c8fd67a5,Dai-katsugeki(AMAZE Remix) [7ANOTHER],11.5,0.8991332657998324,12.33149242401123,134.0,131.0,11.497219347809255
448ccb9a5dfcd9a96d81123b53e1d29f,Break Through The Barrier [HYPER],11.5,0.8988336532701419,7.806360721588135,32.0,32.0,11.497518960338946
